trial,n_samples,missing_edge_rate,missing_data_rate,missing_data_mechanism,seed,cause,effect,same_scc,status,adjustment_set,n_rows_used,estimated_path_coefficient,stderr,residual_variance,t_value,ground_truth_beta,scm_true_missing_edges_count,error
0,100,0.4,0.99,MNAR_self_mask,42,aaeR,aaeA,False,identifiable,crp,100,0.14580138869600381,0.25968560117414347,7.77253688121413,0.5614534962153345,0.1739426697554617,3599,
0,100,0.4,0.99,MNAR_self_mask,42,aaeR,aaeB,False,identifiable,crp,100,-0.39700801982589357,0.3005554562889235,10.411571472923146,-1.3209143654482531,-0.09202480596519727,3599,
0,100,0.4,0.99,MNAR_self_mask,42,aaeR,aaeX,False,identifiable,crp,100,-0.49915585170647253,0.17403042822447545,3.4907394112837538,-2.8682102135761554,-0.12833345323749223,3599,
0,100,0.4,0.99,MNAR_self_mask,42,accB,accC,False,identifiable,fadR|rpoD,100,-0.11040304577848398,0.046835827081955335,0.6851919412824704,-2.3572348916844366,-0.44383511224946925,3599,
0,100,0.4,0.99,MNAR_self_mask,42,marA,ariR,False,identifiable,acrR|bluR|cpxR|cra|crp|cysB|fis|nac|ompR|rpoD|rpoS|soxS,100,0.05503986189062708,0.08163754906365202,0.6461838157095183,0.674197872448535,0.16267546858720483,3599,
0,100,0.4,0.99,MNAR_self_mask,42,marA,dctR,False,identifiable,acrR|cpxR|cra|crp|fis|gadE|gadW|gadX|glaR|hns|nac|ompR|rcsB|rpoD|soxS|ydeO,100,0.03939625085137641,0.09379622037905229,0.8158098707680065,0.42001959878731804,0.4401363640184594,3599,
0,100,0.4,0.99,MNAR_self_mask,42,marA,decR,False,identifiable,acrR|cpxR|cra|crp|fis|nac|ompR|rpoD|soxS,100,-0.09884350039525286,0.1380154510616824,1.864501697768641,-0.7161770630382344,-0.14523808322984524,3599,
0,100,0.4,0.99,MNAR_self_mask,42,marA,fpr,False,identifiable,acrR|cpxR|cra|crp|fis|nac|ompR|rpoD|soxS,100,-0.21041471195231115,0.24886842644506754,6.06243323195092,-0.8454857651408656,-0.16042388950064398,3599,
0,100,0.4,0.99,MNAR_self_mask,42,marA,hdeA,False,identifiable,acrR|cpxR|cra|crp|fis|fliZ|gadE|gadW|gadX|hns|lrp|nac|ompR|phoP|rcsB|rpoD|rpoS|soxS|torR,100,-0.04076795536084139,0.07062141312275325,0.4536245195984822,-0.577274704061487,-0.08654460204164496,3599,
0,100,0.4,0.99,MNAR_self_mask,42,marA,hdeB,False,identifiable,acrR|cpxR|cra|crp|fis|fliZ|gadE|gadW|gadX|hns|lrp|nac|ompR|phoP|rcsB|rpoD|rpoS|soxS|torR,100,0.2636385587553901,0.14232814436989524,1.8424906333603015,1.8523290662050818,0.27887459700228906,3599,
0,100,0.4,0.99,MNAR_self_mask,42,marA,lacA,False,identifiable,acrR|cpxR|cra|crp|fis|hns|lacI|nac|ompR|rpoD|soxS,100,-0.12863407543649633,0.16399623209227032,2.599865254064475,-0.7843721395020957,0.16927429748736225,3599,
0,100,0.4,0.99,MNAR_self_mask,42,marA,lacY,False,identifiable,acrR|cpxR|cra|crp|fis|hns|lacI|nac|ompR|rpoD|soxS,100,-0.09119404965633882,0.2122602388600956,4.355323284941623,-0.4296332188547399,-0.08836543545717708,3599,
0,100,0.4,0.99,MNAR_self_mask,42,marA,lacZ,False,identifiable,acrR|cpxR|cra|crp|fis|hns|lacI|nac|ompR|rpoD|soxS,100,0.44754987684942005,0.10990062436634454,1.1675713223824624,4.072314233243571,0.3188942969265858,3599,
0,100,0.4,0.99,MNAR_self_mask,42,marA,mlaB,False,identifiable,acrR|cpxR|cra|crp|fis|nac|ompR|rpoD|soxS,100,-0.1549154000095347,0.1499572419506735,2.2011125665423896,-1.0330638120197764,-0.2970047816575303,3599,
0,100,0.4,0.99,MNAR_self_mask,42,marA,mlaC,False,identifiable,acrR|cpxR|cra|crp|fis|nac|ompR|rpoD|soxS,100,0.020429332285289377,0.042462097670654876,0.17648599786244237,0.4811192429479969,0.1814807418715064,3599,
0,100,0.4,0.99,MNAR_self_mask,42,marA,mlaD,False,identifiable,acrR|cpxR|cra|crp|fis|nac|ompR|rpoD|soxS,100,0.12849627728448826,0.06654262210118495,0.43341824101541226,1.9310371792848253,0.15861779551614247,3599,
0,100,0.4,0.99,MNAR_self_mask,42,marA,mlaE,False,identifiable,acrR|cpxR|cra|crp|fis|nac|ompR|rpoD|soxS,100,-0.11277871255075297,0.14575042849722786,2.079347360211958,-0.7737796294224822,0.18409355078316897,3599,
0,100,0.4,0.99,MNAR_self_mask,42,marA,mlaF,False,identifiable,acrR|cpxR|cra|crp|fis|nac|ompR|rpoD|soxS,100,-0.0943721567738175,0.23095169536169138,5.2209516846070825,-0.4086229227545704,-0.1076550641905425,3599,
0,100,0.4,0.99,MNAR_self_mask,42,marA,poxB,False,identifiable,acrR|cpxR|cra|crp|fis|fnr|nac|narL|narP|nsrR|ompR|oxyR|rpoD|rpoS|soxS,100,0.25168714121161734,0.13710718317325332,1.7674878312034024,1.8356962442556848,0.29724373608895427,3599,
0,100,0.4,0.99,MNAR_self_mask,42,marA,pqiA,False,identifiable,acrR|cpxR|cra|crp|fis|nac|ompR|rpoD|rpoS|soxS,100,-0.4140606227241783,0.14366474967889595,2.001345296275648,-2.8821309587051958,-0.23660308717317427,3599,
0,100,0.4,0.99,MNAR_self_mask,42,marA,pqiB,False,identifiable,acrR|cpxR|cra|crp|fis|nac|ompR|rpoD|rpoS|soxS,100,0.204347243498888,0.21808345196069492,4.61176330655912,0.9370139809402751,0.27314974042935974,3599,
