cause,effect,nonident_cause,rescue_nodes,n_rescue_nodes
accA,accA,self_loop,,0
accA,accD,two_cycle,accA,1
acrR,flhD,same_scc_long,acrR,1
flhC,ppdB,cross_scc_blocked,flhC|fliZ,2
crp,csgE,cross_scc_blocked,crp,1
crp,csgF,cross_scc_blocked,crp,1
crp,csgG,cross_scc_blocked,crp,1
crp,csiE,cross_scc_blocked,crp,1
crp,cspD,cross_scc_blocked,crp,1
crp,cspE,cross_scc_blocked,crp,1
crp,csqR,cross_scc_blocked,crp|rpoD,2
crp,cstA,cross_scc_blocked,crp|rpoD,2
crp,cyaA,cross_scc_blocked,crp|rpoD,2
crp,cycA,cross_scc_blocked,crp,1
flhC,ppdC,cross_scc_blocked,flhC|fliZ,2
crp,cyoA,cross_scc_blocked,crp,1
crp,cyoB,cross_scc_blocked,crp,1
crp,cyoC,cross_scc_blocked,crp,1
crp,cyoD,cross_scc_blocked,crp,1
crp,cyoE,cross_scc_blocked,crp,1
crp,cysG,cross_scc_blocked,crp,1
crp,cytR,same_scc_long,crp,1
crp,dadA,cross_scc_blocked,crp,1
crp,dadX,cross_scc_blocked,crp,1
crp,dctA,cross_scc_blocked,crp,1
flhC,ptsH,cross_scc_blocked,flhC|fliZ,2
crp,dcuA,cross_scc_blocked,crp,1
crp,dcuB,cross_scc_blocked,crp,1
crp,dcuR,cross_scc_blocked,crp,1
crp,deoA,cross_scc_blocked,crp,1
crp,deoB,cross_scc_blocked,crp,1
crp,deoC,cross_scc_blocked,crp,1
crp,deoD,cross_scc_blocked,crp,1
crp,dgoA,cross_scc_blocked,crp|rpoD,2
crp,dgoD,cross_scc_blocked,crp|rpoD,2
crp,dgoK,cross_scc_blocked,crp|rpoD,2
flhC,recC,cross_scc_blocked,flhC|fliZ,2
crp,dgoR,cross_scc_blocked,crp|rpoD,2
crp,dgoT,cross_scc_blocked,crp|rpoD,2
crp,dksA,same_scc_long,crp,1
crp,dpiA,cross_scc_blocked,crp,1
crp,dpiB,cross_scc_blocked,crp,1
crp,dsdA,cross_scc_blocked,crp|rpoD,2
crp,dsdX,cross_scc_blocked,crp|rpoD,2
crp,dusB,cross_scc_blocked,crp,1
crp,ebgA,cross_scc_blocked,crp|rpoD,2
crp,ebgC,cross_scc_blocked,crp,1
flhC,setB,cross_scc_blocked,flhC|flhD|fliZ,3
crp,entA,cross_scc_blocked,crp,1
crp,entB,cross_scc_blocked,crp,1
crp,entC,cross_scc_blocked,crp,1
crp,entD,cross_scc_blocked,crp,1
crp,entE,cross_scc_blocked,crp,1
crp,entF,cross_scc_blocked,crp,1
crp,entH,cross_scc_blocked,crp,1
crp,envZ,cross_scc_blocked,crp,1
crp,epd,cross_scc_blocked,crp,1
crp,exuR,cross_scc_blocked,crp,1
flhC,tcyJ,cross_scc_blocked,flhC|fliZ,2
crp,exuT,cross_scc_blocked,crp,1
crp,fadD,cross_scc_blocked,crp,1
crp,fadH,cross_scc_blocked,crp,1
crp,fadL,cross_scc_blocked,crp,1
crp,fbaA,cross_scc_blocked,crp,1
crp,feaB,cross_scc_blocked,crp,1
crp,feaR,cross_scc_blocked,crp,1
crp,fecA,cross_scc_blocked,crp,1
crp,fecB,cross_scc_blocked,crp,1
crp,fecC,cross_scc_blocked,crp,1
flhC,ycgR,cross_scc_blocked,flhC|fliZ,2
crp,fecD,cross_scc_blocked,crp,1
crp,fecE,cross_scc_blocked,crp,1
crp,fepA,cross_scc_blocked,crp,1
crp,fis,two_cycle,crp,1
crp,fiu,cross_scc_blocked,crp,1
crp,fixA,cross_scc_blocked,crp,1
crp,fixB,cross_scc_blocked,crp,1
crp,fixC,cross_scc_blocked,crp,1
crp,fixX,cross_scc_blocked,crp,1
crp,flhC,same_scc_long,crp,1
flhC,yecR,cross_scc_blocked,flhC|fliZ,2
crp,flhD,same_scc_long,crp,1
crp,focA,cross_scc_blocked,crp,1
crp,focB,cross_scc_blocked,crp,1
crp,frlA,cross_scc_blocked,crp|rpoD,2
crp,frlB,cross_scc_blocked,crp|rpoD,2
crp,frlC,cross_scc_blocked,crp|rpoD,2
crp,frlD,cross_scc_blocked,crp|rpoD,2
crp,frlR,cross_scc_blocked,crp|rpoD,2
crp,fucA,cross_scc_blocked,crp,1
crp,fucI,cross_scc_blocked,crp,1
flhC,ygbK,cross_scc_blocked,flhC|fliZ,2
crp,fucK,cross_scc_blocked,crp,1
crp,fucO,cross_scc_blocked,crp,1
crp,fucP,cross_scc_blocked,crp,1
crp,fucR,cross_scc_blocked,crp,1
crp,fucU,cross_scc_blocked,crp,1
crp,fumA,cross_scc_blocked,crp,1
crp,fumB,cross_scc_blocked,crp,1
crp,fumC,cross_scc_blocked,crp,1
crp,fur,same_scc_long,crp,1
crp,gabD,cross_scc_blocked,crp,1
flhC,ygdB,cross_scc_blocked,flhC|fliZ,2
crp,gabP,cross_scc_blocked,crp,1
crp,gabT,cross_scc_blocked,crp,1
crp,gadA,cross_scc_blocked,crp,1
crp,gadB,cross_scc_blocked,crp,1
crp,gadC,cross_scc_blocked,crp,1
crp,gadE,same_scc_long,crp,1
crp,gadX,same_scc_long,crp,1
crp,galE,cross_scc_blocked,crp,1
crp,galK,cross_scc_blocked,crp,1
crp,galM,cross_scc_blocked,crp,1
acrR,marA,cross_scc_blocked,acrR,1
flhC,ymdA,cross_scc_blocked,flhC|fliZ,2
crp,galP,cross_scc_blocked,crp,1
crp,galS,cross_scc_blocked,crp|rpoD,2
crp,galT,cross_scc_blocked,crp,1
crp,gapA,cross_scc_blocked,crp,1
crp,gatA,cross_scc_blocked,crp,1
crp,gatB,cross_scc_blocked,crp,1
crp,gatC,cross_scc_blocked,crp,1
crp,gatD,cross_scc_blocked,crp,1
crp,gatY,cross_scc_blocked,crp,1
crp,gatZ,cross_scc_blocked,crp,1
flhC,ymdB,cross_scc_blocked,flhC|flhD|fliZ,3
crp,gcd,cross_scc_blocked,crp,1
crp,gcvH,cross_scc_blocked,crp,1
crp,gcvP,cross_scc_blocked,crp,1
crp,gcvT,cross_scc_blocked,crp,1
crp,gdhA,cross_scc_blocked,crp,1
crp,glaH,cross_scc_blocked,crp,1
crp,glcC,cross_scc_blocked,crp,1
crp,glgA,cross_scc_blocked,crp,1
crp,glgC,cross_scc_blocked,crp,1
crp,glgP,cross_scc_blocked,crp,1
flhD,aceB,cross_scc_blocked,flhD|fliZ,2
crp,glgS,cross_scc_blocked,crp,1
crp,glnA,cross_scc_blocked,crp,1
crp,glnG,same_scc_long,crp,1
crp,glnL,cross_scc_blocked,crp,1
crp,glpA,cross_scc_blocked,crp,1
crp,glpB,cross_scc_blocked,crp,1
crp,glpC,cross_scc_blocked,crp,1
crp,glpD,cross_scc_blocked,crp,1
crp,glpE,cross_scc_blocked,arcA|crp,2
crp,glpF,cross_scc_blocked,crp,1
flhD,adhE,cross_scc_blocked,flhD|fliZ,2
crp,glpK,cross_scc_blocked,crp,1
crp,glpQ,cross_scc_blocked,crp,1
crp,glpT,cross_scc_blocked,crp,1
crp,glpX,cross_scc_blocked,crp|rpoD,2
crp,gltA,cross_scc_blocked,crp,1
crp,gltB,cross_scc_blocked,crp,1
crp,gltD,cross_scc_blocked,crp,1
crp,gltF,cross_scc_blocked,crp,1
crp,gntK,cross_scc_blocked,crp|rpoD,2
crp,gntP,cross_scc_blocked,crp,1
flhD,ccmA,cross_scc_blocked,flhD|fliZ,2
crp,gntT,cross_scc_blocked,crp|rpoD,2
crp,gntU,cross_scc_blocked,crp|rpoD,2
crp,gpsA,cross_scc_blocked,crp|rpoD,2
crp,grcA,cross_scc_blocked,crp,1
crp,grpE,cross_scc_blocked,crp|rpoH,2
crp,guaA,cross_scc_blocked,crp,1
crp,guaB,cross_scc_blocked,crp,1
crp,gutM,cross_scc_blocked,crp,1
crp,gutQ,cross_scc_blocked,crp,1
crp,gyrA,cross_scc_blocked,crp,1
flhD,ccmB,cross_scc_blocked,flhD|fliZ,2
crp,hflC,cross_scc_blocked,crp,1
crp,hflK,cross_scc_blocked,crp,1
crp,hflX,cross_scc_blocked,crp,1
crp,hfq,cross_scc_blocked,crp,1
crp,hicA,cross_scc_blocked,crp|rpoD,2
crp,hicB,cross_scc_blocked,crp|rpoD,2
crp,hlyE,cross_scc_blocked,crp,1
crp,hofB,cross_scc_blocked,crp|rpoD,2
crp,hofC,cross_scc_blocked,crp,1
crp,hofM,cross_scc_blocked,crp|rpoS,2
flhD,ccmC,cross_scc_blocked,flhD|fliZ,2
crp,hofN,cross_scc_blocked,crp|rpoS,2
crp,hofO,cross_scc_blocked,crp|rpoS,2
crp,hofP,cross_scc_blocked,crp|rpoS,2
crp,hpt,cross_scc_blocked,crp,1
crp,htpG,cross_scc_blocked,crp,1
crp,hupA,cross_scc_blocked,crp,1
crp,hupB,cross_scc_blocked,crp,1
crp,hyfA,cross_scc_blocked,crp,1
crp,hyfB,cross_scc_blocked,crp,1
crp,hyfC,cross_scc_blocked,crp,1
flhD,ccmD,cross_scc_blocked,flhD|fliZ,2
crp,hyfD,cross_scc_blocked,crp,1
crp,hyfE,cross_scc_blocked,crp,1
crp,hyfF,cross_scc_blocked,crp,1
crp,hyfG,cross_scc_blocked,crp,1
crp,hyfH,cross_scc_blocked,crp,1
crp,hyfI,cross_scc_blocked,crp,1
crp,hyfJ,cross_scc_blocked,crp,1
crp,hyfR,cross_scc_blocked,crp,1
crp,idnD,cross_scc_blocked,crp|rpoD,2
crp,idnK,cross_scc_blocked,crp|rpoD,2
flhD,ccmE,cross_scc_blocked,flhD|fliZ,2
crp,idnO,cross_scc_blocked,crp|rpoD,2
crp,idnR,cross_scc_blocked,crp|rpoD,2
crp,idnT,cross_scc_blocked,crp|rpoD,2
crp,ilvB,cross_scc_blocked,crp|rpoD,2
crp,ilvN,cross_scc_blocked,crp,1
crp,infB,cross_scc_blocked,crp,1
crp,ivbL,cross_scc_blocked,crp|rpoD,2
crp,kbaZ,cross_scc_blocked,crp|rpoD,2
crp,lacA,cross_scc_blocked,crp,1
crp,lacI,cross_scc_blocked,crp|rpoD,2
flhD,ccmF,cross_scc_blocked,flhD|fliZ,2
crp,lacY,cross_scc_blocked,crp,1
crp,lacZ,cross_scc_blocked,crp,1
crp,lamB,cross_scc_blocked,crp,1
crp,ldtB,cross_scc_blocked,crp|rob,2
crp,lgoD,cross_scc_blocked,crp,1
crp,lgoR,cross_scc_blocked,crp,1
crp,lhgD,cross_scc_blocked,crp,1
crp,lpd,cross_scc_blocked,crp,1
crp,lsrA,cross_scc_blocked,crp,1
crp,lsrB,cross_scc_blocked,crp,1
acrR,marB,cross_scc_blocked,acrR,1
flhD,ccmG,cross_scc_blocked,flhD|fliZ,2
crp,lsrC,cross_scc_blocked,crp,1
crp,lsrD,cross_scc_blocked,crp,1
crp,lsrF,cross_scc_blocked,crp,1
crp,lsrG,cross_scc_blocked,crp,1
crp,lsrK,cross_scc_blocked,crp|rpoD,2
crp,lsrR,cross_scc_blocked,crp|rpoD,2
crp,lyxK,cross_scc_blocked,crp,1
crp,malE,cross_scc_blocked,crp,1
crp,malF,cross_scc_blocked,crp,1
crp,malG,cross_scc_blocked,crp,1
flhD,ccmH,cross_scc_blocked,flhD|fliZ,2
crp,malI,cross_scc_blocked,crp,1
crp,malK,cross_scc_blocked,crp,1
crp,malM,cross_scc_blocked,crp,1
crp,malS,cross_scc_blocked,crp,1
crp,malT,cross_scc_blocked,crp,1
crp,malX,cross_scc_blocked,crp,1
crp,malY,cross_scc_blocked,crp,1
crp,manA,cross_scc_blocked,crp,1
crp,manX,cross_scc_blocked,crp,1
crp,manY,cross_scc_blocked,crp,1
flhD,clsC,cross_scc_blocked,flhC|flhD|fliZ,3
crp,manZ,cross_scc_blocked,crp,1
crp,marA,cross_scc_blocked,crp,1
crp,marB,cross_scc_blocked,crp,1
crp,marR,cross_scc_blocked,crp,1
crp,mazE,cross_scc_blocked,crp,1
crp,mazF,cross_scc_blocked,crp,1
crp,mdh,cross_scc_blocked,crp,1
crp,mdtE,cross_scc_blocked,crp,1
crp,mdtF,cross_scc_blocked,crp,1
crp,melA,cross_scc_blocked,crp|rpoD,2
flhD,csgC,cross_scc_blocked,flhD|fliZ,2
crp,melB,cross_scc_blocked,crp|rpoD,2
crp,melR,cross_scc_blocked,crp|rpoD,2
crp,metK,cross_scc_blocked,crp,1
crp,metY,cross_scc_blocked,crp,1
crp,mglA,cross_scc_blocked,crp,1
crp,mglB,cross_scc_blocked,crp,1
crp,mglC,cross_scc_blocked,crp,1
crp,mhpA,cross_scc_blocked,crp|rpoD,2
crp,mhpB,cross_scc_blocked,crp|rpoD,2
crp,mhpC,cross_scc_blocked,crp|rpoD,2
flhD,epd,cross_scc_blocked,flhD|fliZ,2
crp,mhpD,cross_scc_blocked,crp|rpoD,2
crp,mhpE,cross_scc_blocked,crp|rpoD,2
crp,mhpF,cross_scc_blocked,crp|rpoD,2
crp,mhpR,cross_scc_blocked,crp|rpoD,2
crp,mlc,cross_scc_blocked,crp,1
crp,modA,cross_scc_blocked,crp,1
crp,modB,cross_scc_blocked,crp,1
crp,modC,cross_scc_blocked,crp,1
crp,mpl,cross_scc_blocked,crp,1
crp,mtlA,cross_scc_blocked,crp,1
flhD,flgA,cross_scc_blocked,flhD|fliZ,2
crp,mtlD,cross_scc_blocked,crp,1
crp,mtlR,cross_scc_blocked,crp,1
crp,murP,cross_scc_blocked,crp,1
crp,murQ,cross_scc_blocked,crp,1
crp,nadC,cross_scc_blocked,crp|nac,2
crp,nagA,cross_scc_blocked,crp,1
crp,nagB,cross_scc_blocked,crp|rpoD,2
crp,nagC,cross_scc_blocked,crp|rpoD,2
crp,nagE,cross_scc_blocked,crp|rpoD,2
crp,nanA,cross_scc_blocked,crp,1
flhD,flgB,cross_scc_blocked,flhD|fliZ,2
crp,nanC,cross_scc_blocked,crp,1
crp,nanE,cross_scc_blocked,crp,1
crp,nanK,cross_scc_blocked,crp,1
crp,nanM,cross_scc_blocked,crp|rpoD,2
crp,nanQ,cross_scc_blocked,crp,1
crp,nanS,cross_scc_blocked,crp|rpoD,2
crp,nanT,cross_scc_blocked,crp,1
crp,narQ,cross_scc_blocked,crp|fur,2
crp,nfuA,cross_scc_blocked,crp,1
crp,nirB,cross_scc_blocked,crp,1
flhD,flgC,cross_scc_blocked,flhD|fliZ,2
crp,nirC,cross_scc_blocked,crp,1
crp,nirD,cross_scc_blocked,crp,1
crp,nlpE,cross_scc_blocked,crp|nac,2
crp,nrdA,cross_scc_blocked,crp,1
crp,nrdB,cross_scc_blocked,crp,1
crp,nupC,cross_scc_blocked,crp,1
crp,nupG,cross_scc_blocked,crp,1
crp,nusA,cross_scc_blocked,crp,1
crp,ompA,cross_scc_blocked,crp,1
crp,ompF,cross_scc_blocked,crp,1
flhD,flgD,cross_scc_blocked,flhD|fliZ,2
crp,ompR,same_scc_long,crp,1
crp,ompW,cross_scc_blocked,crp,1
crp,ortT,cross_scc_blocked,crp,1
crp,osmY,cross_scc_blocked,crp,1
crp,oxyR,same_scc_long,crp,1
crp,paaA,cross_scc_blocked,crp,1
crp,paaB,cross_scc_blocked,crp,1
crp,paaC,cross_scc_blocked,crp,1
crp,paaD,cross_scc_blocked,crp,1
crp,paaE,cross_scc_blocked,crp,1
flhD,flgE,cross_scc_blocked,flhD|fliZ,2
crp,paaF,cross_scc_blocked,crp,1
crp,paaG,cross_scc_blocked,crp,1
crp,paaH,cross_scc_blocked,crp,1
crp,paaI,cross_scc_blocked,crp,1
crp,paaJ,cross_scc_blocked,crp,1
crp,paaK,cross_scc_blocked,crp,1
crp,paaZ,cross_scc_blocked,crp,1
crp,patZ,cross_scc_blocked,crp|rpoD,2
crp,pck,cross_scc_blocked,crp,1
crp,pdhR,cross_scc_blocked,crp,1
acrR,marR,cross_scc_blocked,acrR,1
flhD,flgF,cross_scc_blocked,flhD|fliZ,2
crp,pflB,cross_scc_blocked,crp,1
crp,pgk,cross_scc_blocked,crp,1
crp,plaR,cross_scc_blocked,crp,1
crp,pncB,cross_scc_blocked,crp,1
crp,pnp,cross_scc_blocked,crp,1
crp,ppdD,cross_scc_blocked,crp|rpoD,2
crp,ppiA,cross_scc_blocked,crp,1
crp,preA,cross_scc_blocked,crp|rpoD,2
crp,preT,cross_scc_blocked,crp|rpoD,2
crp,priB,cross_scc_blocked,crp|rpoD,2
flhD,flgG,cross_scc_blocked,flhD|fliZ,2
crp,proP,cross_scc_blocked,crp,1
crp,prpB,cross_scc_blocked,crp,1
crp,prpC,cross_scc_blocked,crp,1
crp,prpD,cross_scc_blocked,crp,1
crp,prpE,cross_scc_blocked,crp,1
crp,prpR,cross_scc_blocked,crp,1
crp,psiE,cross_scc_blocked,crp,1
crp,ptsG,cross_scc_blocked,crp,1
crp,ptsH,cross_scc_blocked,crp,1
crp,ptsI,cross_scc_blocked,crp,1
flhD,flgH,cross_scc_blocked,flhD|fliZ,2
crp,purH,cross_scc_blocked,crp,1
crp,putP,cross_scc_blocked,crp,1
crp,puuB,cross_scc_blocked,crp,1
crp,puuC,cross_scc_blocked,crp,1
crp,puuD,cross_scc_blocked,crp,1
crp,puuE,cross_scc_blocked,crp,1
crp,puuR,cross_scc_blocked,crp,1
crp,raiA,cross_scc_blocked,crp,1
crp,rbfA,cross_scc_blocked,crp,1
crp,rbsA,cross_scc_blocked,crp|rpoD,2
flhD,flgI,cross_scc_blocked,flhD|fliZ,2
crp,rbsB,cross_scc_blocked,crp|rpoD,2
crp,rbsC,cross_scc_blocked,crp|rpoD,2
crp,rbsD,cross_scc_blocked,crp|rpoD,2
crp,rbsK,cross_scc_blocked,crp|rpoD,2
crp,rbsR,cross_scc_blocked,crp|rpoD,2
crp,relA,cross_scc_blocked,crp,1
crp,rhaA,cross_scc_blocked,crp,1
crp,rhaB,cross_scc_blocked,crp,1
crp,rhaD,cross_scc_blocked,crp,1
crp,rhaR,cross_scc_blocked,crp,1
flhD,flgJ,cross_scc_blocked,flhD|fliZ,2
crp,rhaS,cross_scc_blocked,crp,1
crp,rhaT,cross_scc_blocked,crp,1
crp,rimP,cross_scc_blocked,crp,1
crp,rmf,cross_scc_blocked,crp,1
crp,rplI,cross_scc_blocked,crp|rpoD,2
crp,rplM,cross_scc_blocked,crp,1
crp,rpoE,same_scc_long,crp,1
crp,rpoH,same_scc_long,crp,1
crp,rpoS,same_scc_long,crp,1
crp,rpsF,cross_scc_blocked,crp|rpoD,2
flhD,flgM,cross_scc_blocked,flhD|fliZ,2
crp,rpsI,cross_scc_blocked,crp,1
crp,rpsO,cross_scc_blocked,crp,1
crp,rpsR,cross_scc_blocked,crp|rpoD,2
crp,rseA,cross_scc_blocked,crp,1
crp,rseB,cross_scc_blocked,crp,1
crp,rseC,cross_scc_blocked,crp,1
crp,rseD,cross_scc_blocked,crp,1
crp,rspA,cross_scc_blocked,crp|phoB,2
crp,rspB,cross_scc_blocked,crp|phoB,2
crp,sbmC,cross_scc_blocked,crp|rpoD,2
flhD,flgN,cross_scc_blocked,flhD|fliZ,2
crp,sdhA,cross_scc_blocked,crp,1
crp,sdhB,cross_scc_blocked,crp,1
crp,sdhC,cross_scc_blocked,crp,1
crp,sdhD,cross_scc_blocked,crp,1
crp,secB,cross_scc_blocked,crp|rpoD,2
crp,serA,cross_scc_blocked,crp,1
crp,serC,cross_scc_blocked,crp,1
crp,sfsA,cross_scc_blocked,crp|rpoD,2
crp,sgbE,cross_scc_blocked,crp,1
crp,sgbH,cross_scc_blocked,crp,1
flhD,flhA,cross_scc_blocked,flhD|fliZ,2
crp,sgbU,cross_scc_blocked,crp,1
crp,sgcA,cross_scc_blocked,crp|lrp|slyA,3
crp,sgcB,cross_scc_blocked,crp|lrp|slyA,3
crp,sgcC,cross_scc_blocked,crp|lrp|slyA,3
crp,sgcE,cross_scc_blocked,crp|lrp|slyA,3
crp,sgcQ,cross_scc_blocked,crp|lrp|slyA,3
crp,sgcR,cross_scc_blocked,crp|lrp|slyA,3
crp,sgcX,cross_scc_blocked,crp|lrp|slyA,3
crp,sodA,cross_scc_blocked,crp,1
crp,sodB,cross_scc_blocked,crp,1
flhD,flhB,cross_scc_blocked,flhD|fliZ,2
crp,sohB,cross_scc_blocked,crp,1
crp,speC,cross_scc_blocked,crp|rpoS,2
crp,spf,cross_scc_blocked,crp,1
crp,srlA,cross_scc_blocked,crp,1
crp,srlB,cross_scc_blocked,crp,1
crp,srlD,cross_scc_blocked,crp,1
crp,srlE,cross_scc_blocked,crp,1
crp,srlR,cross_scc_blocked,crp,1
crp,sucA,cross_scc_blocked,crp,1
crp,sucB,cross_scc_blocked,crp,1
flhD,flhE,cross_scc_blocked,flhD|fliZ,2
crp,sucC,cross_scc_blocked,crp,1
crp,sucD,cross_scc_blocked,crp,1
crp,sxy,cross_scc_blocked,crp|rpoD,2
crp,tam,cross_scc_blocked,crp,1
crp,tdcA,cross_scc_blocked,crp,1
crp,tdcB,cross_scc_blocked,crp,1
crp,tdcC,cross_scc_blocked,crp,1
crp,tdcD,cross_scc_blocked,crp,1
crp,tdcE,cross_scc_blocked,crp,1
crp,tdcF,cross_scc_blocked,crp,1
acrR,mdtI,cross_scc_blocked,acrR,1
flhD,fliA,same_scc_long,flhD|fliZ,2
crp,tdcG,cross_scc_blocked,crp,1
crp,tnaA,cross_scc_blocked,crp,1
crp,tnaB,cross_scc_blocked,crp,1
crp,tnaC,cross_scc_blocked,crp,1
crp,treB,cross_scc_blocked,crp,1
crp,treC,cross_scc_blocked,crp,1
crp,trg,cross_scc_blocked,crp,1
crp,truB,cross_scc_blocked,crp,1
crp,trxA,cross_scc_blocked,crp|rpoD,2
crp,tsx,cross_scc_blocked,crp,1
flhD,fliD,cross_scc_blocked,flhD|fliZ,2
crp,ubiG,cross_scc_blocked,crp|rpoD,2
crp,udp,cross_scc_blocked,crp,1
crp,ugpA,cross_scc_blocked,crp,1
crp,ugpB,cross_scc_blocked,crp,1
crp,ugpC,cross_scc_blocked,crp,1
crp,ugpE,cross_scc_blocked,crp,1
crp,ugpQ,cross_scc_blocked,crp,1
crp,uhpT,cross_scc_blocked,crp,1
crp,uidA,cross_scc_blocked,crp,1
crp,uidB,cross_scc_blocked,crp,1
flhD,fliE,cross_scc_blocked,flhD|fliZ,2
crp,uidC,cross_scc_blocked,crp,1
crp,ulaA,cross_scc_blocked,crp,1
crp,ulaB,cross_scc_blocked,crp,1
crp,ulaC,cross_scc_blocked,crp,1
crp,ulaD,cross_scc_blocked,crp,1
crp,ulaE,cross_scc_blocked,crp,1
crp,ulaF,cross_scc_blocked,crp,1
crp,umpH,cross_scc_blocked,crp|rpoD,2
crp,uxaA,cross_scc_blocked,crp,1
crp,uxaB,cross_scc_blocked,crp,1
flhD,fliF,cross_scc_blocked,flhD|fliZ,2
crp,uxaC,cross_scc_blocked,crp,1
crp,uxuA,cross_scc_blocked,crp,1
crp,uxuB,cross_scc_blocked,crp,1
crp,uxuR,cross_scc_blocked,crp,1
crp,xseA,cross_scc_blocked,crp,1
crp,xylA,cross_scc_blocked,crp,1
crp,xylB,cross_scc_blocked,crp,1
crp,xylE,cross_scc_blocked,crp,1
crp,xylF,cross_scc_blocked,crp,1
crp,xylG,cross_scc_blocked,crp,1
flhD,fliG,cross_scc_blocked,flhD|fliZ,2
crp,xylH,cross_scc_blocked,crp,1
crp,xylR,cross_scc_blocked,crp,1
crp,yaeQ,cross_scc_blocked,crp|lrp,2
crp,ybiT,cross_scc_blocked,crp,1
crp,ycdZ,cross_scc_blocked,crp,1
crp,ychH,cross_scc_blocked,crp|rpoD,2
crp,yfaE,cross_scc_blocked,crp,1
crp,ygeA,cross_scc_blocked,crp,1
crp,yhfA,cross_scc_blocked,crp|rpoD,2
crp,yhgH,cross_scc_blocked,crp|rpoD,2
flhD,fliH,cross_scc_blocked,flhD|fliZ,2
crp,yiaK,cross_scc_blocked,crp,1
crp,yiaL,cross_scc_blocked,crp,1
crp,yiaM,cross_scc_blocked,crp,1
crp,yiaN,cross_scc_blocked,crp,1
crp,yiaO,cross_scc_blocked,crp,1
crp,yjcH,cross_scc_blocked,crp,1
crp,yjhG,cross_scc_blocked,crp|rpoH,2
crp,yjhH,cross_scc_blocked,crp|rpoH,2
crp,yjhI,cross_scc_blocked,crp,1
crp,ykgR,cross_scc_blocked,crp|rpoD,2
flhD,fliI,cross_scc_blocked,flhD|fliZ,2
crp,yqeF,cross_scc_blocked,crp|lrp,2
crp,ytfK,cross_scc_blocked,crp,1
crp,zraR,same_scc_long,crp,1
crp,zraS,cross_scc_blocked,crp,1
pdeL,pdeL,self_loop,,0
csqR,csqR,self_loop,,0
cytR,cdd,cross_scc_blocked,cytR|rpoH,2
cytR,cytR,self_loop,,0
cytR,deoA,cross_scc_blocked,cytR|rpoH,2
cytR,deoB,cross_scc_blocked,cytR|rpoH,2
flhD,fliJ,cross_scc_blocked,flhD|fliZ,2
cytR,deoC,cross_scc_blocked,cytR|rpoH,2
cytR,deoD,cross_scc_blocked,cytR|rpoH,2
cytR,nupC,cross_scc_blocked,cytR|rpoH,2
cytR,nupG,cross_scc_blocked,cytR|rpoH,2
cytR,ppiA,cross_scc_blocked,cytR|rpoH,2
cytR,rpoH,scc_edge_dissolved,cytR,1
cytR,tsx,cross_scc_blocked,cytR|rpoH,2
cytR,udp,cross_scc_blocked,cytR|rpoH,2
cytR,ycdZ,cross_scc_blocked,cytR|rpoH,2
dgoR,dgoR,self_loop,,0
flhD,fliK,cross_scc_blocked,flhD|fliZ,2
dksA,alaT,cross_scc_blocked,dksA,1
dksA,alaU,cross_scc_blocked,dksA,1
dksA,alaV,cross_scc_blocked,dksA,1
dksA,argI,cross_scc_blocked,dksA,1
dksA,argX,cross_scc_blocked,dksA,1
dksA,csrA,same_scc_long,dksA,1
dksA,dksA,self_loop,,0
dksA,dnaG,cross_scc_blocked,dksA|rpoD,2
dksA,dusB,cross_scc_blocked,dksA,1
dksA,fabD,cross_scc_blocked,dksA|rpoD,2
flhD,fliL,cross_scc_blocked,flhD|fliZ,2
dksA,fabG,cross_scc_blocked,dksA|rpoD,2
dksA,fabH,cross_scc_blocked,dksA|rpoD,2
dksA,fadR,cross_scc_blocked,dksA|rpoD,2
dksA,fimB,cross_scc_blocked,dksA,1
dksA,fis,same_scc_long,dksA,1
dksA,flu,cross_scc_blocked,dksA,1
dksA,folK,cross_scc_blocked,dksA,1
dksA,fusA,cross_scc_blocked,dksA|rpoE,2
dksA,gltT,cross_scc_blocked,dksA,1
dksA,gltU,cross_scc_blocked,dksA,1
acrR,mdtJ,cross_scc_blocked,acrR,1
flhD,fliM,cross_scc_blocked,flhD|fliZ,2
dksA,gltV,cross_scc_blocked,dksA,1
dksA,gltW,cross_scc_blocked,dksA,1
dksA,gluQ,cross_scc_blocked,dksA|rpoD,2
dksA,hisA,cross_scc_blocked,dksA|rpoD,2
dksA,hisB,cross_scc_blocked,dksA|rpoD,2
dksA,hisF,cross_scc_blocked,dksA|rpoD,2
dksA,hisH,cross_scc_blocked,dksA|rpoD,2
dksA,hisI,cross_scc_blocked,dksA|rpoD,2
dksA,hisL,cross_scc_blocked,dksA,1
dksA,hisR,cross_scc_blocked,dksA,1
flhD,fliN,cross_scc_blocked,flhD|fliZ,2
dksA,hlyE,cross_scc_blocked,dksA,1
dksA,hmp,cross_scc_blocked,dksA,1
dksA,idlP,cross_scc_blocked,dksA,1
dksA,ihfA,same_scc_long,dksA,1
dksA,ihfB,same_scc_long,dksA,1
dksA,ileT,cross_scc_blocked,dksA,1
dksA,ileU,cross_scc_blocked,dksA,1
dksA,ileV,cross_scc_blocked,dksA,1
dksA,infC,cross_scc_blocked,dksA|rpoD,2
dksA,iraD,cross_scc_blocked,dksA,1
flhD,fliO,cross_scc_blocked,flhD|fliZ,2
dksA,iraP,cross_scc_blocked,dksA,1
